Kitap Adı,Kitabın kategorisi,Kitap Yazarı,Yayınevi,100 Üzerinden Aldığı Puan,Favorilere Ekleyen Kişi Sayısı,Okuyacağım olarak işaretlenmiş sayısı,Okuyorum olarak işaretlenmiş sayısı,Okudum olarak işaretlenmiş sayısı,Liste Fiyatı,Yayın Tarihi,Dil,Sayfa Sayısı,Cilt Tipi,Boyut,Kağıt Cinsi,Toplam Satılma Sayısı,Toplam Yorum Sayısı
Türkiye'nin Nato'ya GirişiNato’nun Türk Dış Politikasına Etkileri (1949-1974),Kitap > Siyaset > Araştırma-İnceleme,Çağdaş Yüksel,URZENİ,5 / 5 (2 oy),27,1,0,0,"270,00",22.08.2022,TÜRKÇE,220,Karton Kapak,13 x 20 cm,Kitap Kağıdı,48,2
Ebedi,Kitap > Diğer > Gençlik Kitapları > Edebiyat,Maggie Stiefvater,PEGASUS YAYINLARI,4 / 5 (29 oy),153,22,1,20,"299,00",11.05.2016,TÜRKÇE,440,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,148,11
Alevler İçindeki Kız,Kitap > Edebiyat > Roman (Çeviri),Leah Wilson,PEGASUS YAYINLARI,4 / 5 (78 oy),591,71,3,53,"249,00",11.06.2012,TÜRKÇE,224,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,1738,32
Bir Yöneticinin Çocukluğu,Kitap > Edebiyat > Hikaye (Çeviri),Jean Paul Sartre,CAN YAYINLARI,4 / 5 (58 oy),1.274,93,8,70,"190,00",13.10.2021,TÜRKÇE,104,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,1845,35
Martin Eden,Kitap > Edebiyat > Roman (Çeviri),Jack London,İSKELE YAYINCILIK,5 / 5 (123 oy),1.686,84,12,171,"200,00",31.07.2005,TÜRKÇE,352,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,3316,96
İklimsel ve Biyolojik Tehlikeler,Kitap > Bilim & Mühendislik > Diğer,Eşref Atabey,SARMAL KİTABEVİ,Puan Yok,29,1,0,0,"240,00",24.05.2021,TÜRKÇE,231,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,34,0
Mutsuzluk,Kitap > Edebiyat > Hikaye (Yerli),Bedirhan Keklikci,ÜLGEN YAYINLARI,Puan Yok,7,1,0,1,"149,00",26.05.2023,TÜRKÇE,99,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,66,0
Gel Dersen Her Şeyi Bırakıp Gelirim Yeter Ki Gel De - Sarı Dünya (2 Kitap Set),Kitap > Edebiyat > Roman (Çeviri),Albert Espinosa,PEGASUS YAYINLARI,Puan Yok,10,1,0,0,"498,00",Bilgi Yok,TÜRKÇE,440,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,4,0
Tosun Bank,Kitap > Siyaset > Araştırma-İnceleme,İsmail Saymaz,İLETİŞİM YAYINLARI KAMPANYA,5 / 5 (90 oy),462,49,3,94,"109,00",05.11.2020,TÜRKÇE,143,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,1572,50
Sevgili Bahçem,Kitap > Hobi > Bahçe,Nejat Ebcioğlu,İNKILAP KİTABEVİ-KAMPANYA,5 / 5 (4 oy),93,1,0,1,"520,00",03.07.2008,TÜRKÇE,288,Karton Kapak,19.5 x 27 cm,Kuşe Kağıt,81,2
Yeni Fizik ve Modern Sanat: 21. Yüzyılda Sanat,Kitap > Sanat > Genel,H. Ümit Sayın,TANTRA AKADEMİ,Puan Yok,22,0,0,0,"620,00",16.02.2024,TÜRKÇE,370,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,11,0
Kıyamet KoptuğundaHasan Cevdet Bey'in Çanakkale ve Doğu Cephesi Günlüğü,Kitap > Tarih > Kişiler > Kitap > Tarih > Araştırma-İnceleme,Bilgi Yok,YEDİTEPE YAYINEVİ-KAMPANYA,5 / 5 (65 oy),364,42,4,44,"160,00",27.03.2015,TÜRKÇE,168,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,775,28
Aşkın İki Yüzü,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,Susan Mallery,PEGASUS YAYINLARI,5 / 5 (32 oy),254,11,0,41,"269,00",02.04.2013,TÜRKÇE,336,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,299,16
Gözyaşlarını Asla Eldivensiz Silme / 1. Aşk,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İsveççe,Jonas Gardell,PEGASUS YAYINLARI,4 / 5 (102 oy),480,93,8,98,"249,00",15.10.2015,TÜRKÇE,288,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,2509,47
Distopya,Kitap > Edebiyat > Bilimkurgu-Fantazya,Alparslan Bozkurt,FİHRİST KİTAP,5 / 5 (10 oy),64,9,0,14,"224,50",19.03.2021,TÜRKÇE,148,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,266,6
Harika Fıstık,Kitap > Edebiyat > Roman (Çeviri),Christina Lauren,PEGASUS YAYINLARI,4 / 5 (9 oy),109,7,1,20,"219,00",25.08.2021,TÜRKÇE,136,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,235,6
Yeşilcam'da Kötü Adam,Kitap > Sinema-Tiyatro,Koray Sevindi,URZENİ,5 / 5 (4 oy),17,3,0,0,"240,00",13.05.2022,TÜRKÇE,184,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,45,0
Dil ve Müziğin Karşılaştırılması,Kitap > Müzik > Genel,Mehmet Emin Göktepe,SİYASAL YAYIN GRUBU - KAMPANYA,4 / 5 (8 oy),46,2,0,3,"200,00",15.09.2014,TÜRKÇE,140,Karton Kapak,14 x 20 cm,Kitap Kağıdı,98,4
"Nobeller, Nobel Ödülü ve Bakü Petrolleri",Kitap > Tarih > Araştırma-İnceleme,Vefa Kurban,YEDİTEPE YAYINEVİ-KAMPANYA,4 / 5 (35 oy),155,14,3,14,"330,00",19.09.2013,TÜRKÇE,344,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,274,11
Bizans’ın Son Sezarları,Kitap > Tarih > Araştırma-İnceleme,Louis Phocion Todiere,URZENİ,3 / 5 (4 oy),52,2,0,1,"320,00",22.04.2021,TÜRKÇE,292,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,52,3
Bazıları Ateşli Sever,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,Teresa Medeiros,PEGASUS YAYINLARI,4 / 5 (46 oy),325,8,0,46,"269,00",15.11.2011,TÜRKÇE,304,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,450,31
Nihilist Alarm,Kitap > Edebiyat > Şiir (Yerli),Furkan Çirkin,FİHRİST KİTAP,5 / 5 (7 oy),25,8,1,3,"129,50",11.08.2022,TÜRKÇE,68,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,56,4
Anabasis,Kitap > Tarih > Çağlar-Dönemler > Kitap > Diğer > Mitoloji > Kitap > Felsefe-Düşünce > Felsefe Metinleri,Ksenophon,SAY YAYIN GRUBU-KAMPANYA,5 / 5 (4 oy),137,8,1,7,"250,00",14.11.2017,TÜRKÇE,208,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,82,0
Rüzgarlı Ev,Kitap > Edebiyat > Diğer,Banu  Koç Çakan,DESTEK YAYIN GRUBU-KAMPANYA,Puan Yok,2,0,0,0,"280,00",29.09.2022,TÜRKÇE,272,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,2,0
Kül Olmuş Gölgeler,Kitap > Edebiyat > Roman (Çeviri),Kamila Shamsie,BİLGE KÜLTÜR SANAT,4 / 5 (25 oy),101,15,0,13,"325,00",22.03.2012,TÜRKÇE,400,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,141,16
Budala 2,Kitap > Edebiyat > Roman (Çeviri),Fyodor Mihailoviç Dostoyevski,İSKELE YAYINCILIK,4 / 5 (35 oy),675,25,3,53,"195,00",31.07.2005,TÜRKÇE,342,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,982,16
Demokrat Parti Dış Politikası,Kitap > Siyaset > Araştırma-İnceleme,Hatice Alanoğlu,URZENİ,4 / 5 (6 oy),53,1,0,0,"220,00",11.08.2020,TÜRKÇE,210,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,79,3
Ayna Meselesi,Kitap > Edebiyat > Hikaye (Yerli),Kolektif,BANLİYÖ KİTAP,5 / 5 (2 oy),23,0,0,1,"226,00",18.02.2025,TÜRKÇE,240,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,1608,2
"Gizemli Dünya21. Yüzyılda Güneş Tanrısı, Babil ve Ütopyaya Giden Yol",Kitap > Edebiyat > Diğer,Burak Çebi,SARMAL KİTABEVİ,5 / 5 (1 oy),27,2,1,0,"600,00",30.01.2024,TÜRKÇE,453,Karton Kapak,16 x 24 cm,Kitap Kağıdı,32,1
Kapitalizmin MetafiziğiHıristiyanlık ve Kapitalizm,Kitap > Akademik > Felsefe,Süleyman Eryiğit,NET KİTAPLIK YAYINCILIK,Puan Yok,53,1,0,1,"429,00",03.01.2023,TÜRKÇE,264,Karton Kapak,13 x 20 cm,Kitap Kağıdı,29,0
NijuraElf Tacının Varisi,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > Almanca,Jenny - Mai Nuyen,PEGASUS YAYINLARI,4 / 5 (9 oy),141,6,0,10,"299,00",01.07.2011,TÜRKÇE,464,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,66,11
One Direction Resmi Yıllığı (Ciltli),Kitap > Müzik > Genel > Kitap > Müzik > Müzisyenler > Kitap > Orijinal Dil > İngilizce,Bilgi Yok,PEGASUS YAYINLARI,4 / 5 (47 oy),310,31,3,28,"299,00",22.04.2013,TÜRKÇE,64,Ciltli,22 x 28 cm,Kitap Kağıdı,1239,20
Udumbara,Kitap > Edebiyat > Şiir (Yerli),Ferhat Bezci,FİHRİST KİTAP,Puan Yok,11,0,0,0,"99,50",11.08.2022,TÜRKÇE,42,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,7,0
Bütün Haritaların Dışında,Kitap > Edebiyat > Şiir (Yerli),Deniz  Schwarzwald,EPONA KİTAP,5 / 5 (5 oy),29,3,0,4,"138,00",27.08.2024,TÜRKÇE,73,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,159,3
Türkçece,Kitap > Başvuru Kitapları > Diğer,Mustafa Bağcı,DOĞU KİTABEVİ,Puan Yok,4,0,0,0,"507,00",27.09.2023,TÜRKÇE,440,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,63,0
Çöpe Giden Yazılar,Kitap > Edebiyat > Diğer,Dr. Rüşdü Saraçoğlu,SİYAH KUĞU KAMPANYA,4 / 5 (6 oy),21,7,1,1,"140,00",16.07.2021,TÜRKÇE,246,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,128,3
Sinema'nın Kırk Yüzü,Kitap > Edebiyat > Biyografi-Otobiyografi > Kitap > Sinema-Tiyatro > Sinema-Genel,40'lar Kulübü,40'LAR KULÜBÜ,4 / 5 (6 oy),26,5,0,4,"149,00",20.07.2022,TÜRKÇE,160,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,40,2
Ankara'da Bir Alperen Turasan Bey,Kitap > Şehir Kitapları > Ankara,Ali Kılcı,BİYOGRAFİ.NET,Puan Yok,13,0,0,0,"400,00",16.02.2021,TÜRKÇE,292,Karton Kapak,13 x 20 cm,Kitap Kağıdı,68,0
Senden Ayrı,Kitap > Edebiyat > Roman (Çeviri),Krista Ritchie,MARTI YAYINLARI,4 / 5 (12 oy),598,24,0,33,"295,00",16.01.2023,TÜRKÇE,368,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,551,7
Takıntıburnu,Kitap > Edebiyat > Şiir (Yerli),Serkan Özer,FİHRİST KİTAP,Puan Yok,13,1,0,0,"99,50",08.12.2022,TÜRKÇE,42,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,19,0
Çaylak El Kitabı 101,Kitap > Edebiyat > Diğer > Kitap > Orijinal Dil > İngilizce,P. C. Cast,PEGASUS YAYINLARI,4 / 5 (139 oy),971,86,6,130,"299,00",18.01.2011,TÜRKÇE,176,Karton Kapak,14 x 21 cm,Kitap Kağıdı,2272,75
Divan,Kitap > Edebiyat > Şiir (Yerli),Prof. Dr. Şahin Uçar,ŞULE YAYINLARI - KAMPANYA,5 / 5 (9 oy),76,3,0,4,"140,00",17.10.2011,TÜRKÇE,157,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,102,4
Bilgi Erişim SistemleriBilgi Erişimde Dil Sorunları,Kitap > Tarih > Araştırma-İnceleme,Aykut Arıkan,URZENİ,Puan Yok,9,0,0,0,"220,00",09.12.2021,TÜRKÇE,207,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,25,0
Ozan Efsaneleri Efsanelerdeki Canavarlar,Kitap > Edebiyat > Roman (Yerli),Eylül Yıldız,ALASKA YAYINEVİ,Puan Yok,9,0,0,0,"380,00",25.09.2024,TÜRKÇE,486,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,21,0
Aptal Hamdi Avusturalya'da,Kitap > Çocuk Kitapları > Hikaye,Müjdat Gezen,BİLGE KÜLTÜR SANAT,4 / 5 (19 oy),38,10,2,5,"120,00",01.12.2008,TÜRKÇE,80,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,180,7
Ramazan Güzellemeleri,Kitap > İslam > Tasavvuf,Dr. Bilal Kemikli,HAYY KİTAP - KAMPANYA,4 / 5 (18 oy),57,8,1,12,"150,00",10.06.2015,TÜRKÇE,80,Karton Kapak,11.5 x 19 cm,Kitap Kağıdı,165,4
Hanım Hanımcık,Kitap > Edebiyat > Roman (Çeviri),Susan Elizabeth Phillips,PEGASUS YAYINLARI,5 / 5 (38 oy),115,26,0,41,"299,00",14.01.2020,TÜRKÇE,416,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,488,17
Alice Harikalar Diyarında,Kitap > Çocuk Kitapları > Roman,Lewis Carroll,DEDALUS KİTAP,5 / 5 (12 oy),112,7,0,10,"140,00",27.11.2020,TÜRKÇE,128,Karton Kapak,13 x 20 cm,Kitap Kağıdı,374,7
Milli Mücadeledeki İsyanlar ve Çerkes Ethem,Kitap > Tarih > Araştırma-İnceleme,Mehmet Ali Özkan,URZENİ,Puan Yok,48,0,0,0,"170,00",19.11.2020,TÜRKÇE,120,Karton Kapak,13 x 20 cm,Kitap Kağıdı,63,0
Sarı Dünya,Kitap > Edebiyat > Anı (Hatırat) > Kitap > Edebiyat > Biyografi-Otobiyografi > Kitap > Orijinal Dil > İspanyolca,Albert Espinosa,PEGASUS YAYINLARI,4 / 5 (6 oy),128,7,1,5,"249,00",08.06.2015,TÜRKÇE,200,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,112,2
7. Sınıf Türkçe Konu Anlatımlı Test Kitabı,Kitap > Ders Kitapları > Yardımcı Kitaplar > İlköğretim 7. Sınıf,Hülya Koz,NOBEL SINAV - KAMPANYA,Puan Yok,30,4,3,0,"280,00",17.06.2019,TÜRKÇE,232,Karton Kapak,19.5 x 27.5 cm,Kitap Kağıdı,63,0
Korku Dozu 1: Taş,Kitap > Edebiyat > Roman (Yerli),Mehmet Ali Özmen,BANLİYÖ KİTAP,5 / 5 (4 oy),18,1,0,1,"194,00",07.10.2023,TÜRKÇE,200,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,75,4
Seçme Sanatı,Kitap > Kişisel Gelişim > Kitap > Orijinal Dil > İngilizce,Sheena Iyengar,SAY YAYIN GRUBU-KAMPANYA,4 / 5 (11 oy),139,11,0,10,"400,00",30.09.2015,TÜRKÇE,376,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,197,3
Evernight Akademisi - Sonsuz Gece,Kitap > Diğer > Gençlik Kitapları > Edebiyat > Kitap > Orijinal Dil > İngilizce,Claudia Gray,PEGASUS YAYINLARI,4 / 5 (12 oy),129,7,2,18,"269,00",09.05.2014,TÜRKÇE,320,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,77,2
Şehrin Sancısı,Kitap > Edebiyat > Roman (Yerli),Mesud Topal,DESTEK YAYIN GRUBU-KAMPANYA,4 / 5 (64 oy),200,36,5,49,"230,00",01.11.2017,TÜRKÇE,256,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,466,20
Sırabaşı,Kitap > Edebiyat > Hikaye (Yerli),Toprak Işık,İLETİŞİM YAYINLARI KAMPANYA,5 / 5 (10 oy),28,7,1,7,"127,00",01.01.2007,TÜRKÇE,184,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,147,5
100 Soruda Mitoloji,Kitap > Diğer > Mitoloji,Dr. Vural Yiğit,SARMAL KİTABEVİ,Puan Yok,36,0,1,0,"270,00",10.05.2024,TÜRKÇE,230,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,83,0
Bir Otto Weininger KritiğiEvrensel Deha ya da Kadın ve Yahudi,Kitap > Felsefe-Düşünce > Diğer,Hamza Celaleddin,FİHRİST KİTAP,5 / 5 (4 oy),74,4,0,6,"134,50",11.03.2022,TÜRKÇE,72,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,80,0
Değişim Kitabı (Ciltli)Dünyanın Nasıl Şekillendiğini Açıklamak İçin Elli Model,Kitap > Kişisel Gelişim > Kitap > Orijinal Dil > Almanca,Mikael Krogerus,PEGASUS YAYINLARI,4 / 5 (28 oy),383,26,7,17,"299,00",24.09.2013,TÜRKÇE,176,Karton Kapak,11 x 18 cm,Kitap Kağıdı,463,8
İşlerlik: Emeğin ve İşleyişin Verimliliği Üzerine,Kitap > Ekonomi > İş Dünyası,Hasan Taha Göka,FİHRİST KİTAP,5 / 5 (6 oy),24,2,0,6,"304,50",22.03.2022,TÜRKÇE,216,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,105,5
Sancak ve PriyepolyeSultan II. Abdülhamid’den Günümüze,Kitap > Tarih > Araştırma-İnceleme,H. Yıldırım Ağanoğlu,İZ YAYINCILIK,4 / 5 (1 oy),27,3,0,0,"522,00",02.01.2024,TÜRKÇE,544,Karton Kapak,16 x 24 cm,Kitap Kağıdı,203,0
Felsefenin Beşiği Anadolu,Kitap > Kültür > Kültür Tarihi > Kitap > Felsefe-Düşünce > Felsefe Tarihi,Derman Bayladı,SAY YAYIN GRUBU-KAMPANYA,5 / 5 (19 oy),132,13,1,4,"250,00",06.11.2007,TÜRKÇE,152,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,116,3
Aşk Hiç Bitmez,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,Candace Camp,PEGASUS YAYINLARI,4 / 5 (31 oy),193,8,0,43,"299,00",11.07.2013,TÜRKÇE,320,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,365,12
Peggy Sue ve Hayaletler -1 / Mavi Köpeğin Günü,Kitap > Çocuk Kitapları > Roman,Serge Brussolo,PEGASUS  ÇOCUK YAYINLARI,4 / 5 (7 oy),46,2,0,8,"269,00",14.03.2012,TÜRKÇE,304,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,90,3
Kızların ve Çiçeklerin İsimleri,Kitap > Edebiyat > Hikaye (Çeviri) > Kitap > Orijinal Dil > İngilizce,Elizabeth Gilbert,PEGASUS YAYINLARI,4 / 5 (43 oy),218,40,1,34,"269,00",12.08.2009,TÜRKÇE,304,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,948,21
Bu Su Hiç Durmaz Bülent Ortaçgil,Kitap > Edebiyat > Biyografi-Otobiyografi,Bilgi Yok,İNKILAP KİTABEVİ-KAMPANYA,5 / 5 (9 oy),75,8,1,9,"465,00",16.05.2018,TÜRKÇE,352,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,160,1
Dostum Benekli,Kitap > Çocuk Kitapları > Hikaye,Erva Kopuz,KUTLU YAYINEVİ,Puan Yok,7,0,0,0,"90,00",06.01.2022,TÜRKÇE,62,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,84,0
Leşİnsan Yaşarken Ancak Bu Kadar Çürür,Kitap > Edebiyat > Roman (Yerli),Mustafa Hoş,DESTEK YAYIN GRUBU-KAMPANYA,4 / 5 (1 oy),40,3,0,8,"180,00",24.04.2023,TÜRKÇE,160,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,14,0
Hırçın Sevgilim,Kitap > Edebiyat > Roman (Çeviri),Nicola Cornick,PEGASUS YAYINLARI,5 / 5 (14 oy),156,8,0,15,"269,00",11.02.2013,TÜRKÇE,304,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,189,8
Artık Mükemmeliyetçi Değilim,Kitap > Kişisel Gelişim,Didem  Şaşmaz,BİZİM KİTAPLAR YAYINEVİ,5 / 5 (1 oy),33,4,1,2,"200,00",18.11.2021,TÜRKÇE,232,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,53,1
Çift Yarık,Kitap > Edebiyat > Şiir (Yerli),Toprak Şems Tezcan,FİHRİST KİTAP,5 / 5 (7 oy),24,1,1,8,"114,50",11.08.2022,TÜRKÇE,56,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,58,5
Taşıyıcı Anne,Kitap > Edebiyat > Roman (Çeviri),Kathryn Mackel,BİLGE KÜLTÜR SANAT,4 / 5 (3 oy),55,3,0,3,"300,00",20.09.2010,TÜRKÇE,352,Karton Kapak,13.5 x 21.5 cm,Kitap Kağıdı,81,2
Los Angeles Şekeri Serisi Takım Set (3 Kitap) (Lauren Conrad),Kitap > Edebiyat > Roman (Çeviri),Lauren Conrad,PEGASUS YAYINLARI,4 / 5 (3 oy),164,3,0,6,"807,00",31.01.2020,TÜRKÇE,944,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,121,2
Montaigne'in KedisiBen Kedimle Oynarken Onun Benimle Oynamadığını Nereden Bileyim?,Kitap > Edebiyat > Roman (Çeviri),Saul Frampton,SAY YAYIN GRUBU-KAMPANYA,5 / 5 (1 oy),28,2,0,0,"300,00",01.11.2011,TÜRKÇE,296,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,13,0
Evernight Akademisi Serisi Seti (3 Kitap),Kitap > Edebiyat > Roman (Çeviri),Claudia Gray,PEGASUS YAYINLARI,Puan Yok,20,0,0,0,"807,00",Bilgi Yok,TÜRKÇE,984,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,8,0
Buluş Kendinle,Kitap > Kişisel Gelişim,Açelya Akkoyun,YEDİVEREN YAYIN GRUBU - KAMPANYA,Puan Yok,18,0,0,0,"168,00",03.06.2023,TÜRKÇE,152,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,39,0
Güzel Atlar Ülkesi,Kitap > Edebiyat > Deneme (Yerli),Akgün Akova,DESTEK YAYIN GRUBU-KAMPANYA,Puan Yok,27,0,0,1,"160,00",18.05.2020,TÜRKÇE,216,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,4,0
Günlük Mucizelerin Küçük Kursu,Kitap > Kişisel Gelişim,Anna Sôlyom,DESTEK YAYIN GRUBU-KAMPANYA,Puan Yok,14,2,0,0,"240,00",07.09.2023,TÜRKÇE,232,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,12,0
Bilinçli EvrenPsişik Fenomenlerin Bilimsel Doğruluğu,Kitap > Psikoloji > İnceleme,Dr. Dean İ. Radin,SAY YAYIN GRUBU-KAMPANYA,4 / 5 (5 oy),112,10,1,2,"500,00",01.03.2018,TÜRKÇE,536,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,97,2
Lümen,Kitap > Edebiyat > Bilimkurgu-Fantazya,Camille Flammarion,FİHRİST KİTAP,5 / 5 (6 oy),38,11,0,4,"219,50",12.05.2023,TÜRKÇE,144,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,45,1
Alves A.Ş.ve Diğer Öyküler,Kitap > Edebiyat > Hikaye (Çeviri),Eça de Queiroz,FİHRİST KİTAP,4 / 5 (4 oy),31,8,0,1,"209,50",11.09.2023,TÜRKÇE,138,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,172,2
Wilhelm Dilthey ve Felsefesi,Kitap > Felsefe-Düşünce > Filozoflar-Düşünürler > Kitap > Felsefe-Düşünce > Genel,Arslan Topakkaya,SAY YAYIN GRUBU-KAMPANYA,4 / 5 (6 oy),97,3,1,1,"300,00",25.01.2016,TÜRKÇE,336,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,81,1
Diğerleri,Kitap > Edebiyat > Roman (Yerli),Mahir Ünsal Eriş,DESTEK YAYIN GRUBU-KAMPANYA,4 / 5 (2 oy),122,7,0,12,"240,00",07.10.2020,TÜRKÇE,120,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,22,0
Mizah Araştırmaları,Kitap > Akademik > Edebiyat İnceleme,Prof. Dr. Serdar Sağlam,NET KİTAPLIK YAYINCILIK,Puan Yok,33,1,0,1,"330,00",03.01.2023,TÜRKÇE,192,Karton Kapak,13 x 20 cm,Kitap Kağıdı,27,0
Yula Sırlar Dağı,Kitap > Edebiyat > Bilimkurgu-Fantazya,Fatma Güneş Yıldırım,MERGEN YAYINLARI,5 / 5 (2 oy),5,0,0,1,"185,00",06.09.2023,TÜRKÇE,142,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,50,0
Duygulanım,Kitap > Edebiyat > Şiir (Yerli),Meral Bağcı,FİHRİST KİTAP,Puan Yok,11,1,0,1,"109,50",19.09.2022,TÜRKÇE,52,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,10,0
Silüet,Kitap > Edebiyat > Roman (Yerli),Ecem Çalık,ATAÇ YAYINLARI - KAMPANYA,5 / 5 (11 oy),31,5,1,7,"150,00",18.06.2019,TÜRKÇE,196,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,179,7
Suriye'den Kırk Damla Kan,Kitap > Siyaset > Bölgeler-Ülkeler,40'lar Kulübü,40'LAR KULÜBÜ,5 / 5 (6 oy),33,3,0,2,"149,00",20.07.2022,TÜRKÇE,176,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,28,0
Yanılgı,Kitap > Edebiyat > Roman (Yerli),Gürsoy Uysal,BİLGE KÜLTÜR SANAT,4 / 5 (4 oy),27,4,0,4,"325,00",04.06.2014,TÜRKÇE,512,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,39,2
Rafa'nın Küresi,Kitap > Çocuk Kitapları > Hikaye,Perçin İmrek,ABAKÜS KİTAP - KAMPANYA,5 / 5 (1 oy),5,1,0,0,"165,00",21.10.2020,TÜRKÇE,60,Karton Kapak,22 x 22 cm,1. Hm. Kağıt,13,1
Amnezi,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Diğer > Gençlik Kitapları > Edebiyat > Kitap > Orijinal Dil > İngilizce,Jennifer Rush,PEGASUS YAYINLARI,5 / 5 (80 oy),472,74,4,131,"269,00",03.07.2015,TÜRKÇE,320,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,534,44
"Neden Felsefe Yaparız?İnsan, Ölüm ve Bilinç",Kitap > Felsefe-Düşünce > Genel,Dr. Süleyman Sıdal,OTORİTE YAYINLARI,4 / 5 (5 oy),70,1,2,5,"292,00",05.02.2025,TÜRKÇE,304,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,149,1
