Kitap Adı,Kitabın kategorisi,Kitap Yazarı,Yayınevi,100 Üzerinden Aldığı Puan,Favorilere Ekleyen Kişi Sayısı,Okuyacağım olarak işaretlenmiş sayısı,Okuyorum olarak işaretlenmiş sayısı,Okudum olarak işaretlenmiş sayısı,Liste Fiyatı,Yayın Tarihi,Dil,Sayfa Sayısı,Cilt Tipi,Boyut,Kağıt Cinsi,Toplam Satılma Sayısı,Toplam Yorum Sayısı
Edda’nın Dilek Kutusu / Dilek Değiş Tokuşu Başlıyor,Kitap > Çocuk Kitapları > Hikaye,Suza Kolb,YAKAMOZ YAYINCILIK,5 / 5 (1 oy),5,0,0,2,"80,00",13.06.2023,TÜRKÇE,128,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,48,1
Taşikardi,Kitap > Edebiyat > Roman (Yerli),Hakan Karakaşoğlu,İLETİŞİM YAYINLARI KAMPANYA,5 / 5 (7 oy),33,7,0,5,"84,00",06.04.2018,TÜRKÇE,108,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,81,3
Gecenin Öpücüğü,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,Sherrilyn Kenyon,PEGASUS YAYINLARI,5 / 5 (31 oy),98,10,1,44,"299,00",16.03.2015,TÜRKÇE,344,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,194,14
"İki Kıtayı Bağlayan ""Altın Bağ""Bir Mustafa Kemal Romanı",Kitap > Edebiyat > Roman (Çeviri),M. Study Slater,SARMAL KİTABEVİ,4 / 5 (1 oy),19,1,0,0,"450,00",06.04.2023,TÜRKÇE,525,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,35,1
Aile İçi Şiddet ve Şiddet Ortamında Çocuklar,Kitap > Eğitim > Annelik-Babalık-Aile > Kitap > Eğitim > Rehber Kitaplar,Dr. Hamdi Kalyoncu,YEDİVEREN YAYINLARI,4 / 5 (9 oy),82,3,1,8,"126,00",21.12.2021,TÜRKÇE,136,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,168,3
Deniz’in Sesi,Kitap > Edebiyat > Roman (Yerli),Melekber Deniz,PİKA,Puan Yok,13,0,0,3,"200,00",23.09.2022,TÜRKÇE,498,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,18,0
Şarlman'ın İzinde,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,Steve Berry,BİLGE KÜLTÜR SANAT,5 / 5 (21 oy),134,17,0,18,"440,00",01.02.2010,TÜRKÇE,544,Karton Kapak,13.5 x 21.5 cm,Kitap Kağıdı,292,8
Hartlı Şeyh EşrefMezarsız Adem,Kitap > Edebiyat > Roman (Yerli),Fuat Baş,BİLGE KÜLTÜR SANAT,5 / 5 (2 oy),18,2,0,4,"310,00",01.10.2019,TÜRKÇE,384,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,46,1
Yağmurlar İdam Kokar Mı Anne?,Kitap > Edebiyat > Roman (Yerli),Kurtuluş Baştimar,ONUR KİTAP,3 / 5 (2 oy),5,1,0,0,"190,00",16.02.2024,TÜRKÇE,120,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,5,1
Çocuğunuza Sınır Koyma 2,Kitap > Eğitim > Çocuk Eğitimi,Robert J. Mackenzie,YAKAMOZ YAYINCILIK,4 / 5 (270 oy),354,18,3,24,"300,00",01.04.2016,TÜRKÇE,272,Karton Kapak,13.5 x 21 cm,3. Hm. Kağıt,8055,101
Cosmos ve Ben,Kitap > Sinema-Tiyatro > Oyun (Yerli),Gözde Özelce,SARMAL KİTABEVİ,Puan Yok,7,0,0,0,"150,00",24.01.2022,TÜRKÇE,74,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,11,0
Acemi Martılar,Kitap > Edebiyat > Roman (Yerli),Derya Yaşa,EPONA KİTAP,Puan Yok,11,2,1,0,"174,00",09.10.2023,TÜRKÇE,184,Karton Kapak,12.5 x 19.5 cm,Kitap Kağıdı,597,0
Sosyal Medya Aşkları,Kitap > Edebiyat > Diğer,Şahangiller,HAYY KİTAP - KAMPANYA,3 / 5 (4 oy),26,3,0,4,"125,00",15.11.2018,TÜRKÇE,104,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,57,0
Edda’nın Dilek Kutusu / Sissi Nine’nin En Yakın Arkadaşı Kim?,Kitap > Çocuk Kitapları > Hikaye,Suza Kolb,YAKAMOZ YAYINCILIK,Puan Yok,6,0,0,0,"80,00",01.06.2023,TÜRKÇE,128,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,49,0
Said Emre,Kitap > Akademik > Edebiyat İnceleme,Mustafa Alkan,NET KİTAPLIK YAYINCILIK,Puan Yok,6,0,0,1,"295,00",04.11.2021,TÜRKÇE,168,Karton Kapak,13 x 20 cm,Kitap Kağıdı,46,0
Ahde Kırk Vefa,Kitap > Edebiyat > Deneme (Yerli),40'lar Kulübü,40'LAR KULÜBÜ,4 / 5 (4 oy),31,5,3,1,"99,00",21.04.2022,TÜRKÇE,126,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,31,2
İmparator'un Mezarı,Kitap > Edebiyat > Roman (Çeviri) > Kitap > Orijinal Dil > İngilizce,Steve Berry,BİLGE KÜLTÜR SANAT,5 / 5 (29 oy),179,22,1,25,"390,00",06.03.2012,TÜRKÇE,496,Karton Kapak,13.5 x 21.5 cm,Kitap Kağıdı,337,16
Haremin Büyüsü,Kitap > Edebiyat > Roman (Yerli),Murat Aykaç Erginöz,ARİON YAYINLARI,5 / 5 (2 oy),42,2,0,1,"360,00",30.06.2017,TÜRKÇE,208,Karton Kapak,13.5 x 19.5 cm,Kitap Kağıdı,47,2
Radyum ve Radyoaktivitenin Tarihi,Kitap > Bilim & Mühendislik > Popüler Bilim,Lucy Jane Santos,SAY YAYIN GRUBU-KAMPANYA,5 / 5 (1 oy),99,7,0,1,"350,00",21.04.2022,TÜRKÇE,304,Karton Kapak,13.5 x 21 cm,Kitap Kağıdı,58,0
Ay'daki Adam,Kitap > Edebiyat > Bilimkurgu-Fantazya,Francis Godwin,FİHRİST KİTAP,5 / 5 (18 oy),90,10,1,15,"139,50",19.03.2021,TÜRKÇE,82,Karton Kapak,13 x 19.5 cm,Kitap Kağıdı,299,10
12. Mıntıka Açlık Oyunlarının Yıldızları,Kitap > Edebiyat > Roman (Çeviri),Mick O'Shea,PEGASUS YAYINLARI,4 / 5 (36 oy),190,28,1,21,"249,00",03.05.2012,TÜRKÇE,160,Karton Kapak,13.8 x 21 cm,Kitap Kağıdı,570,15
