Favorilere Ekleyen Kişi Sayısı,Okuyacağım olarak işaretlenmiş sayısı,Okudum olarak işaretlenmiş sayısı,Liste Fiyatı,Sayfa Sayısı,Toplam Satılma Sayısı,Toplam Yorum Sayısı,Puan,Oy_Sayisi,Yayin_Yili,En,Boy,Yazar_Kitap_Sayisi,Kagit_Cinsi_Kitap_Kagidi_Mi,Yayınevi_DESTEK YAYIN GRUBU-KAMPANYA,Yayınevi_Diğer,Yayınevi_EPONA KİTAP,Yayınevi_FİHRİST KİTAP,Yayınevi_HAYY KİTAP - KAMPANYA,Yayınevi_PEGASUS YAYINLARI,Yayınevi_SARMAL KİTABEVİ,Yayınevi_SAY YAYIN GRUBU-KAMPANYA,Yayınevi_URZENİ,Yayınevi_YEDİVEREN YAYIN GRUBU - KAMPANYA,Ana_Kategori_Diğer,Ana_Kategori_Edebiyat,Ana_Kategori_Felsefe-Düşünce,Ana_Kategori_Kişisel Gelişim,Ana_Kategori_Siyaset,Ana_Kategori_Sosyoloji,Ana_Kategori_Tarih,Ana_Kategori_Çocuk Kitapları,Ana_Kategori_İslam
64.0,3.0,5.0,400.0,400.0,205.0,3.0,4.0,6.0,2021.0,13.0,20.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1.0,1.0,245.0,264.0,58.0,1.0,5.0,1.0,2022.0,13.5,21.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,7.0,7.0,90.0,136.0,240.0,5.0,5.0,7.0,2018.0,13.5,21.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,340.0,200.0,66.0,0.0,2.5,0.0,2021.0,13.0,20.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,2.0,2.0,149.0,139.0,14.0,2.0,4.0,3.0,2022.0,13.5,21.0,3.5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,140.0,112.0,1.0,0.0,2.5,0.0,2024.0,13.5,21.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
128.0,14.0,11.0,350.0,376.0,225.0,12.5,5.0,28.5,2013.0,13.5,21.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289.5,23.5,23.5,110.0,175.0,482.5,12.5,5.0,28.5,2022.0,13.5,19.5,2.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,270.0,152.0,18.0,0.0,2.5,1.0,2023.0,13.0,20.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,1.0,0.0,149.0,145.0,35.0,0.0,2.5,0.0,2022.0,13.5,21.0,3.5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,1.0,149.0,173.0,18.0,0.0,2.5,0.0,2022.0,13.5,21.0,3.5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
148.0,11.0,10.0,200.0,144.0,218.0,4.0,4.0,11.0,2018.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73.0,22.0,14.0,360.0,288.0,236.0,12.0,5.0,28.5,2016.0,13.5,21.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
77.0,3.0,1.0,400.0,378.0,129.0,0.0,5.0,2.0,2023.0,13.0,19.5,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
106.0,5.0,5.0,299.0,336.0,64.0,5.0,4.0,8.0,2017.0,13.5,21.0,3.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,3.0,0.0,199.5,128.0,30.0,0.0,4.0,1.0,2024.0,13.0,19.5,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151.0,17.0,23.5,299.0,432.0,325.0,12.5,5.0,28.5,2016.0,13.5,21.0,2.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158.0,16.0,23.5,299.0,336.0,198.0,11.0,4.0,28.5,2015.0,13.5,21.0,2.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204.0,22.0,10.0,500.0,456.0,283.0,12.0,5.0,28.5,2011.0,13.5,21.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
40.0,4.0,3.0,150.0,168.0,72.0,1.0,5.0,7.0,2015.0,13.5,21.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87.0,9.0,18.0,220.0,254.0,148.0,6.0,5.0,12.0,2010.0,13.5,21.5,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221.0,13.0,2.0,450.0,528.0,172.0,1.0,5.0,7.0,2022.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
91.0,10.0,23.5,269.0,320.0,212.0,12.0,4.0,23.0,2016.0,13.5,21.0,3.5,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289.5,23.5,23.5,51.0,568.0,482.5,12.5,5.0,28.5,2021.0,12.5,19.5,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157.0,13.0,10.0,299.0,400.0,92.0,3.0,4.0,9.0,2016.0,13.5,21.0,3.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1.0,0.0,190.0,186.0,96.0,0.0,2.5,0.0,2021.0,13.0,19.5,3.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,7.0,2.0,425.0,392.0,68.0,2.0,5.0,5.0,2023.0,13.5,21.0,2.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9.0,2.0,0.0,185.0,124.0,25.0,0.0,2.5,0.0,2022.0,12.25,19.5,3.5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,9.0,1.0,500.0,491.0,88.0,1.0,5.0,6.0,2021.0,13.5,21.0,3.5,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,1.0,3.0,184.5,136.0,110.0,1.0,5.0,4.0,2022.0,13.5,19.5,3.5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204.0,17.0,22.0,150.0,160.0,249.0,7.0,4.0,23.0,2021.0,13.5,21.0,3.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23.0,4.0,4.0,120.0,80.0,116.0,5.0,5.0,11.0,2008.0,13.5,19.5,3.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
246.0,23.5,23.5,299.0,336.0,209.0,12.0,5.0,23.0,2015.0,13.5,21.0,3.5,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196.0,9.0,6.0,250.0,208.0,161.0,3.0,4.0,6.0,2020.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,1.0,0.0,420.0,350.0,45.0,0.0,2.5,0.0,2020.0,13.0,20.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289.5,23.5,23.5,60.0,336.0,482.5,12.5,5.0,28.5,2020.0,12.5,19.5,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,2.0,1.0,148.0,60.0,124.0,0.0,5.0,2.0,2024.0,12.5,19.5,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218.0,11.0,4.0,250.0,192.0,118.0,0.0,5.0,3.0,2021.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18.0,2.0,0.0,446.0,276.0,7.0,0.0,2.5,0.0,2023.0,13.0,20.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,1.0,3.0,120.0,104.0,179.0,0.0,5.0,2.0,2021.0,13.0,19.5,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,2.0,0.0,130.0,152.0,12.0,0.0,5.0,1.0,2022.0,13.5,19.5,2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.0,3.0,0.0,230.0,176.0,86.0,2.0,4.0,2.0,2010.0,13.5,19.5,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118.0,3.0,2.0,200.0,160.0,106.0,0.0,2.5,0.0,2022.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
289.5,16.0,23.5,299.0,336.0,482.5,12.0,4.0,28.5,2014.0,13.5,21.0,3.5,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,3.0,4.0,269.0,336.0,43.0,0.0,5.0,1.0,2014.0,13.5,21.0,3.5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5.0,2.0,0.0,200.0,104.0,55.0,0.0,2.5,0.0,2021.0,14.0,20.0,3.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.0,6.0,8.0,259.5,178.0,134.0,7.0,5.0,9.0,2022.0,13.0,19.5,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180.0,15.0,3.0,276.0,256.0,173.0,3.0,5.0,10.0,2013.0,13.0,19.5,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,1.0,1.0,170.0,120.0,47.0,0.0,2.5,0.0,2024.0,13.5,19.5,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,150.0,184.0,1.0,0.0,2.5,0.0,2021.0,13.5,19.5,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204.0,9.0,23.5,249.0,272.0,320.0,8.0,4.0,28.5,2014.0,13.5,21.0,3.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,1.0,2.0,220.0,480.0,59.0,0.0,5.0,2.0,2009.0,13.5,19.5,2.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33.0,5.0,8.0,150.0,144.0,406.0,8.0,5.0,8.0,2023.0,13.5,19.5,2.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189.0,10.0,23.5,249.0,280.0,175.0,12.0,4.0,28.5,2014.0,13.5,21.0,3.5,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145.0,7.0,16.0,299.0,384.0,104.0,3.0,5.0,10.0,2014.0,13.5,21.0,3.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,1.0,2.0,149.0,134.0,9.0,0.0,5.0,1.0,2015.0,13.5,21.0,3.5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.0,2.0,6.0,280.0,72.0,72.0,1.0,4.0,6.0,2022.0,12.5,20.5,2.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,2.0,1.0,195.0,152.0,50.0,1.0,5.0,3.0,2023.0,13.0,19.5,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108.0,16.0,3.0,515.0,301.0,231.0,5.0,5.0,8.0,2021.0,13.5,21.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,130.0,144.0,83.0,0.0,2.5,0.0,2021.0,13.0,19.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,1.0,195.0,200.0,39.0,1.0,5.0,1.0,2023.0,13.5,21.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131.0,13.0,23.0,319.0,480.0,165.0,5.0,4.0,12.0,2015.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267.0,11.0,10.0,515.0,184.0,178.0,7.0,5.0,14.0,2015.0,14.25,23.25,2.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
86.0,7.0,7.0,250.0,192.0,83.0,3.0,4.0,9.0,2017.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92.0,9.0,1.0,200.0,157.0,76.0,0.0,5.0,3.0,2020.0,13.0,20.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16.0,1.0,4.0,140.0,109.0,53.0,2.0,5.0,3.0,2022.0,13.5,19.5,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125.0,9.0,18.0,299.0,384.0,132.0,1.0,4.0,17.0,2014.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,400.0,240.0,29.0,0.0,2.5,0.0,2021.0,13.5,21.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.0,3.0,2.0,295.0,576.0,55.0,3.0,5.0,7.0,2013.0,13.5,21.0,3.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,485.0,304.0,2.0,0.0,2.5,0.0,2023.0,13.0,20.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,2.0,4.0,250.0,304.0,57.0,2.0,4.0,5.0,2006.0,13.5,21.5,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116.0,9.0,23.5,299.0,336.0,227.0,7.0,4.0,24.0,2016.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,4.0,7.0,209.5,136.0,182.0,1.0,4.0,4.0,2021.0,13.0,19.5,2.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.0,4.0,2.0,150.0,224.0,110.0,0.0,5.0,1.0,2024.0,13.5,21.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,330.0,192.0,53.0,0.0,2.5,0.0,2021.0,13.0,20.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156.0,12.0,7.0,400.0,488.0,100.0,3.0,5.0,5.0,2021.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,370.0,224.0,26.0,0.0,2.5,0.0,2023.0,13.0,20.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,2.0,3.0,515.0,143.0,61.0,2.0,5.0,6.0,2016.0,14.25,21.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,1.0,1.0,135.0,120.0,57.0,1.0,5.0,1.0,2024.0,13.5,19.5,3.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,1.0,3.0,207.0,278.0,18.0,1.0,5.0,6.0,2020.0,13.5,19.5,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289.5,23.5,23.5,88.0,88.0,482.5,12.5,5.0,28.5,2022.0,14.25,23.25,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10.0,0.0,0.0,169.0,168.0,1.0,0.0,2.5,0.0,2023.0,13.5,19.5,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11.0,0.0,1.0,149.0,148.0,9.0,0.0,5.0,2.0,2022.0,13.5,21.0,3.5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,1.0,0.0,420.0,339.0,48.0,1.0,5.0,1.0,2020.0,13.0,20.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,240.0,254.0,10.0,0.0,2.5,0.0,2022.0,13.5,21.0,3.5,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,1.0,1.0,515.0,331.0,28.0,0.0,5.0,1.0,2024.0,14.25,23.25,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236.0,13.0,5.0,200.0,88.0,167.0,3.0,4.0,12.0,2012.0,13.5,21.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
149.0,4.0,5.0,150.0,140.0,216.0,2.0,4.0,9.0,2020.0,13.5,19.5,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
82.0,11.0,5.0,300.0,312.0,138.0,3.0,5.0,12.0,2017.0,14.25,21.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289.5,6.0,23.5,299.0,384.0,267.0,12.5,4.0,28.0,2011.0,13.5,21.0,2.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136.0,4.0,7.0,299.0,448.0,93.0,2.0,4.0,10.0,2014.0,13.5,21.0,3.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,1.0,1.0,270.0,264.0,38.0,0.0,2.5,0.0,2022.0,13.5,21.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,180.0,160.0,5.0,0.0,2.5,0.0,2021.0,13.5,21.0,3.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1.0,5.0,148.0,45.0,119.0,1.0,3.0,3.0,2024.0,12.5,19.5,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79.0,10.0,17.0,299.0,368.0,130.0,11.0,4.0,17.0,2015.0,13.5,21.0,3.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.935,23.5,23.5,349.0,432.0,482.5,12.5,4.0,28.5,2022.0,13.5,21.0,2.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289.5,23.5,23.5,249.0,264.0,482.5,12.5,4.0,28.5,2015.0,13.5,21.0,2.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121.0,14.0,23.0,299.0,336.0,101.0,8.0,4.0,15.0,2017.0,13.5,21.0,2.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,23.5,23.5,219.0,208.0,482.5,12.5,4.0,28.5,2007.0,13.5,21.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10.0,1.0,0.0,180.0,182.0,180.0,1.0,5.0,1.0,2021.0,13.0,19.5,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
289.5,23.5,23.5,249.0,256.0,482.5,12.5,4.0,28.5,2017.0,13.5,21.0,2.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,1.0,1.0,280.0,306.0,16.0,0.0,2.5,0.0,2024.0,13.5,21.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
